user_id,product_id,product_name,rating,votes,helpful_votes,ID
1123,23889,The Catcher in the Rye,5,2,1,1901
409,110778,"Where the Pavement Ends: One Woman's Bicycle Trip Through Mongolia, China & Vietnam",4,5,5,703496
577,7977,Cost Accounting: A Managerial Emphasis,5,2,2,116956
1561,159789,Groovin' High,4,2,1,659233
1561,87445,Passionate Views : Thinking about Film and Emotion,5,4,4,46731
1329,157437,The Maltese Falcon,5,2,2,111972
1730,195721,Double Jeopardy,5,41,26,413673
169,210793,Alice,4,2,2,658776
575,194261,The Lords of Flatbush,5,1,1,436906
1257,215652,Lilo & Stitch,4,3,2,89758
727,172565,Collection,5,7,5,227151
286,23881,"3rd Degree (Patterson, James  (Large Print))",4,1,1,106391
409,72677,"The Prize Winner of Defiance, Ohio : How My Mother Raised 10 Kids on 25 Words or Less",4,2,2,168740
1903,197555,Relationship of Command,5,1,0,191180
1163,206339,"""Love and Theft""",5,1,1,632071
534,216327,All About Eve,4,1,1,50842
1753,63618,Lolita (Vintage International),3,9,4,669573
49,203278,Blazing Saddles (Special Widescreen Edition),4,9,7,269656
305,58703,Summer of the Swans (Newbery Award & Honor Books (Audio)),3,4,3,15043
167,210215,Independence Day (Single Disc Widescreen Edition),4,2,2,13414
1596,193064,Blue Streak,3,2,2,401553
934,37522,Outbreak,5,2,1,73558
1596,84298,NFL Board Book: Big & Small,4,0,0,134492
1273,53455,"The Chronicles of Narnia: The Silver Chair : BBC (The Chronicles of Narnia , Vol 6)",5,5,2,283037
12,217073,Elv1s 30 #1 Hits,5,2,2,628482
228,207728,Unbreakable (Special Edition),4,5,4,282666
1940,127307,Hobbit CD Wd Bx,4,13,8,20791
1329,52444,Southern Discomfort,5,9,7,145037
1329,28288,Beyond Belief : The Secret Gospel of Thomas,4,19,14,485808
75,168453,The Velvet Underground & Nico,5,1,0,43116
1753,63135,Catch-22 (Everyman's Library (Cloth)),4,0,0,25102
49,152343,Breakfast at Tiffany's - Collector's Edition,4,14,13,526217
286,23071,One for the Money (A Stephanie Plum Novel),5,0,0,532478
1903,213646,Worship and Tribute,5,1,0,604002
1678,28208,A Song Flung Up to Heaven,5,13,9,15526
648,13526,Jude the Obscure (World's Classics),3,7,5,350105
1573,38143,Death of a Colonial (Sir John Fielding),4,5,4,52900
575,148623,The Glenn Miller Story,5,3,3,77480
727,160929,Dog Days,5,3,3,178442
193,45539,Free-Living Freshwater Protozoa: A Color Guide,4,12,12,580427
836,14588,The Nothing That Is: A Natural History of Zero,5,7,4,701252
836,102377,Great Themes of Scripture: Old Testament (Great Themes of Scripture Series),5,9,9,191831
1260,50526,"Hamlet, Prince of Denmark (The New Cambridge Shakespeare)",5,7,4,708337
49,212924,Old Gringo,3,7,7,328383
300,19419,"Lost Art of Disciple Making, The",2,6,4,578359
951,63888,Darkness Visible : A Memoir of Madness (Vintage),4,6,5,237460
1437,31058,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",5,11,9,322124
286,192793,Small Time Crooks,5,2,0,391125
1744,32108,From Beirut to Jerusalem (Updated with a New Chapter),4,20,4,421466
1003,13973,What Does It All Mean?: A Very Short Introduction to Philosophy,5,0,0,321174
1892,76547,Burger Wuss,4,37,34,240325
339,187109,Aliens: Special Edition (Widescreen Edition),5,1,1,403241
1596,205687,Spy Kids (Widescreen Edition),4,2,2,636132
648,104958,Let It Come Down,4,2,1,597256
1940,26440,Milkrun,4,9,8,649162
242,173958,The Monkees - Greatest Hits,4,5,4,474549
934,81284,A Case of Need,4,2,1,311232
169,176012,Mellow Gold,4,2,2,351367
1150,202634,Platoon (Special Edition),5,3,3,148361
52,169491,So Far,1,8,1,34188
340,1245,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",5,11,9,58344
727,102818,Killing Pablo: The Hunt for the World's Greatest Outlaw,3,9,8,462495
1146,202418,Doggystyle,4,0,0,67299
500,21389,The Gladiator : The Secret History of Rome's Warrior Slaves,4,7,7,573368
1863,63213,Things Fall Apart (Everyman's Library (Cloth)),5,8,7,498590
820,166838,Family Style,5,5,4,142329
951,45281,"The Rise of the Creative Class: And How It's Transforming Work, Leisure, Community and Everyday Life",4,9,3,66174
525,63329,Carry Me Across the Water,3,6,1,56751
1273,27606,Pandora : New Tales of the Vampires,5,3,3,478808
678,81294,Forrest Gump,4,3,1,460219
805,216980,Ballistic - Ecks vs. Sever,2,1,1,285426
286,25280,Sisters and Lovers,4,0,0,457583
1664,88277,A Severe Mercy,1,35,8,2295
1273,73897,By the Book (Star Trek Enterprise),3,2,2,631029
678,78571,Stripes,4,6,3,103740
846,215308,Harry Potter and the Sorcerer's Stone Gift Set With Fluffy Collectible,5,5,1,568789
1753,153066,For Whom the Bell Tolls,4,13,10,105623
932,192944,Kiss of the Dragon,3,3,1,105427
1911,9255,"A Portrait of the Artist as a Young Man : Text, Criticism, and Notes (Viking Critical Library)",2,11,4,625494
1260,29764,Awakening,2,6,2,411317
344,204825,"The Amazing Bud Powell, Vol. 1 [Expanded]",5,4,3,719660
934,37762,Chromosome 6,4,2,0,369770
1357,213584,The Santa Clause (Widescreen Special Edition),3,5,1,62451
1903,156624,American History X,5,0,0,458107
776,178608,Prince Songbook: Symbolism,3,0,0,713105
951,201155,Center of the World,4,1,1,689715
1630,70048,"Magician's Nephew, The",5,2,2,450308
193,34665,Canterbury Tales,5,21,20,724615
1744,90324,"Days of Awe : A Treasury of Jewish Wisdom for Reflection, Repentance, and Renewal  on the High Holy Days",5,0,0,177250
1765,28308,Biohazard : The Chilling True Story of the Largest Covert Biological Weapons Program in theWorld--Told from Inside by the Man Who Ran,4,20,20,46639
577,22981,The People's Pharmacy Guide to Home and Herbal Remedies,5,4,4,175020
951,67853,Now It's Time to Say Goodbye,3,3,2,479746
1896,161367,Breakfast in the Field,5,4,4,454862
534,148629,State of the Union,4,3,3,202561
648,92208,A Clockwork Orange (Norton Paperback Fiction),5,5,4,399374
1613,99045,The Education of Little Tree (Zia Book),5,8,6,585848
1911,157427,Stigmata,1,9,4,496761
1940,39956,Sunset in St. Tropez,3,1,0,422368
1600,69795,Selections from A Clockwork Orange (Single Cassette),5,1,1,394858
941,150100,"The Long, Long Trailer",5,0,0,387338
242,169487,Led Zeppelin 4,5,6,3,145668
1260,62880,Emma (Everyman's Library (Cloth)),3,4,0,85271
1596,81236,Shrek!,5,14,9,414371
1260,105380,Everyone's Way of the Cross,4,3,3,591746
228,136772,"Standard Deviants School -  Chemistry, Program 1 - The Basics (Classroom Edition)",2,8,8,6835
1023,206629,Thirteen Days,4,1,1,83782
1596,59863,'Salem's Lot,4,0,0,666602
1329,28331,Seabiscuit: An American Legend,5,8,8,117396
1146,209092,Greatest Hits,4,2,2,457426
409,72963,Good Harbor: A Novel,2,41,33,310809
443,134375,The Prayer of Jabez Gift Edition : Breaking Through to the Blessed Life (Breakthrough Series),4,32,31,359706
1561,209886,Calle 54,5,17,16,480000
228,213752,E.T. - The Extra-Terrestrial (Dubbed in Spanish),5,12,8,736192
1847,124371,The Sum of All Fears (Thorndike Press Large Print Basic Series),5,0,0,296701
337,72219,The Coffee Trader : A Novel,5,10,9,455243
193,125516,Lao-Tzu's Taoteching: With Selected Commentaries of the Past 2000 Years,5,37,35,2674
1990,203669,The Duel,2,4,2,298881
409,32989,Atonement : A Novel,2,43,27,390196
1744,158677,Dubliners (Part 1),5,1,1,292469
1329,12986,When Jesus Became God: The Struggle to Define Christianity during the Last Days of Rome,4,5,4,512382
941,21264,The Nanny Diaries: A Novel,3,2,1,31408
1260,86663,First Knight,4,6,2,352301
1561,63052,Heart of Darkness (Everyman's Library (Cloth)),5,3,3,429976
75,184357,The Acapella Project,5,1,1,201115
1329,21792,Anthony Blunt: His Lives,5,10,9,356076
1765,63397,"In Search of Lost Time, Volume 1 : Swann's Way (In Search of Lost Time)",5,3,3,93491
1420,99960,"Left Behind: A Novel of the Earth's Last Days (Left Behind, 1)",4,11,9,568014
647,40213,Holes (Yearling Newbery),5,2,1,434796
678,209712,One Eyed Jacks,4,1,0,581291
1273,14975,"Measure for Measure (Shakespeare, William, Plays (Oxford University Press).)",3,2,2,687042
228,210050,Strictly Ballroom,4,0,0,551254
1163,19198,"Bible Jesus Read, The",4,18,17,219729
1596,128859,"Tuesdays with Morrie : an old man, a young man, and life's greatest lesson",5,1,1,520449
616,86010,Dirty Rotten Scoundrels,5,0,0,293195
805,192878,"Crouching Tiger, Hidden Dragon",2,6,2,154364
1187,73370,The Unburied,5,24,21,307573
1744,9092,The Invention of Solitude : A Memoir,5,0,0,349941
836,34244,The Seven Daughters of Eve,3,4,3,98562
678,201284,Requiem for a Dream,5,2,2,449583
28,40872,The Time Machine,5,3,3,211532
941,82934,The Lobster Chronicles : Life On a Very Small Island,2,1,1,273398
1744,3479,Leaves Of Grass,5,1,0,16931
1023,62971,1984 (Everyman's Library),5,1,1,419513
228,86620,As Good As It Gets,5,2,1,390449
1260,137204,Signature Classics - A Tale of Two Cities,4,3,0,99738
214,208782,The Family Man,4,0,0,77574
917,212717,Veni Vidi Vicious,5,5,5,650951
1727,141027,Pitcairn Island: Life and Death in Eden,5,25,25,454445
836,211583,The Simpsons - The Complete Second Season,4,5,3,471852
1892,133509,"These High, Green Hills (The Mitford Years)",5,8,8,403459
49,90058,Nickel and Dimed: On (Not) Getting By in America,4,15,13,569918
167,80329,Army of Darkness,4,2,0,649844
1594,31981,How I Accidentally Joined the Vast Right-Wing Conspiracy (and Found Inner Peace),4,17,10,641860
1744,65275,The Old Man and The Sea,5,4,2,439417
805,205687,Spy Kids (Widescreen Edition),1,20,1,617261
727,171022,Being There,4,0,0,437992
1908,204299,Real Women Have Curves,5,1,1,552898
1727,138996,Seven Up (Stephanie Plum),5,7,5,423179
1765,5808,"Krakatoa : The Day the World Exploded: August 27, 1883",5,4,3,26964
271,35826,101 Things You Don't Know About Science and No One Else Does Either,4,8,7,380168
616,157685,The Haunting,2,0,0,4476
344,211167,The Real Folk Blues/More Real Folk Blues,5,1,1,274501
1847,213051,Fight Club (Single Disc Edition),5,6,4,443563
224,72701,On the Street Where You Live : A Novel,5,0,0,311368
1477,1310,"Pride, Prejudice and Jasmin Field : A Novel",5,3,3,495423
1678,130570,A Walk to Remember,5,0,0,59750
409,204990,Saving Grace,4,3,3,455849
1730,156029,The Horse Whisperer,4,10,10,87844
1477,30552,Jade Island (Donovan),5,6,6,192195
12,163766,Connected,5,4,4,310893
286,70030,Cruel and Unusual,4,1,1,192853
1260,61023,The Taming of the Shrew (The New Folger Library),4,6,4,4570
223,203009,Gates of Delirium,5,5,1,155644
1596,125100,The Prayer of Jabez Cards,4,13,7,46454
1176,94115,Dangerous Men & Adventurous Women: Romance Writers on the Appeal of the Romance (New Cultural Studies Series),3,3,3,195774
214,218918,The Hunt for Red October (Special Edition),5,1,0,103737
934,70037,Portrait in Sepia : A Novel,4,4,2,620672
836,127728,Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,4,2,2,30774
167,190437,Army of Darkness,4,2,0,85583
820,169751,Back in Black,5,1,1,115915
1150,214756,One Flew Over the Cuckoo's Nest (Two-Disc Special Edition),5,5,5,86100
525,36341,Edge of Danger,2,2,2,280520
286,204194,Murder by Numbers (Widescreen Edition),4,6,3,342120
1990,179719,Night of the Living Dead,5,2,2,528472
577,94040,501 Spanish Verbs: Fully Conjugated in All the Tenses in a New Easy-to-Learn Format Alphabetically Arranged,5,13,11,630662
1003,94891,No Experience Necessary Writer's Course,5,6,6,133842
1744,47611,The Notebooks of Leonardo Da Vinci (Volume 1),5,2,2,105380
409,58597,"Gatekeepers, The",5,1,1,650691
616,157649,Deep Red,4,0,0,314059
1420,40599,Dune,5,3,3,62496
951,29263,The Voyage Out (Modern Library Classics),5,2,1,631318
1896,176209,6 & 12 String Guitar,5,4,4,599203
678,204152,A Beautiful Mind (Widescreen Awards Edition),5,4,3,456087
337,72671,The Green Mile : The Complete Serial Novel,2,13,2,465728
1847,72584,Gap Creek: The Story Of A Marriage,3,3,2,589358
339,105194,The Art of War (Shambhala Lion Editions),3,41,25,390340
1351,192672,The House on Haunted Hill,2,2,1,677052
500,151040,Viridiana,4,8,6,291481
836,66915,Germs : Biological Weapons and America's Secret War,4,1,1,602940
1357,192777,Galaxy Quest,3,1,1,666519
1704,156004,Gone With the Wind,5,7,5,285659
305,106517,Gift from the Sea: A Guided Journal (Guided Journals),5,11,11,665617
1847,47256,Incompressible Flow,5,1,0,566348
193,109191,Healing Sounds: The Power of Harmonics,5,66,64,677449
305,60667,The Invisible Man (Alien Voices),3,2,2,203530
934,138468,The Christmas Train,5,1,1,208881
727,185914,turnstiles,2,6,4,718738
500,112742,The Clan of the Cave Bear (Bookcassette(r) Edition),5,3,3,605368
647,195794,"Olive, The Other Reindeer",4,1,1,251288
228,213116,Amelie,5,3,1,548672
1107,43179,The Tommyknockers (Signet),5,2,2,161706
1260,52175,The House of Mirth,4,13,7,221221
1596,83738,"Soul Harvest: The World Takes Sides (Left Behind #4) (Left Behind, 4)",3,4,2,368193
1744,63888,Darkness Visible : A Memoir of Madness (Vintage),4,1,1,143497
214,105276,Merriam Webster's Collegiate Dictionary,5,1,1,417119
805,157939,The Ninth Gate,3,2,1,302504
951,58118,Lucky in the Corner : A Novel,5,2,2,60679
727,21221,"War Without End : Israelis, Palestinians, and the Struggle for a Promised Land",4,14,12,99449
648,64356,Martian Time-Slip,4,5,2,451285
1231,155828,Fawlty Towers - The Complete Collection,5,7,5,661040
951,140281,Miss Mapp,4,1,1,63499
805,208540,Now That's What I Call Music! 8,1,12,6,321459
224,188562,No Angel,5,0,0,130784
1260,13545,"Moll Flanders, & C.: The Fortunes and Misfortunes (Oxford World's Classics)",2,6,3,653745
214,204410,Die Hard (Five Star Collection),5,2,0,722350
1231,199658,The Crow (Collector's Series Boxed Set),5,1,1,438648
736,36436,Red Rabbit,4,18,11,583953
995,203178,2001 - A Space Odyssey (Limited Edition Collector's Set),4,19,13,269509
339,100655,Essentials of Swedish Grammar (Verbs and Essentials of Grammar Series),5,15,7,148681
1940,73385,True to Form : A Novel,4,12,11,451139
1664,74178,You Are the Message : Secrets of the Master Communicators,4,3,0,470515
1234,85255,Casablanca,5,6,6,345948
93,78445,Men in Black (Widescreen Edition),4,1,1,146765
805,192863,Zoolander,1,3,2,576304
805,204238,Blood Work,2,1,0,99112
1664,44379,The Tempest (The Signet Classic Shakespeare),2,13,0,490940
214,19650,NIV Study Bible,5,5,2,105820
1888,84982,GoodFellas,5,1,1,476436
286,42742,Mrs. Pollifax and the Lion Killer (Mrs. Pollifax Mysteries (Paperback)),4,4,4,168189
893,121954,The First Christmas Tree: Other Stories,5,13,13,651683
226,81766,Holes (Thorndike Press Large Print Young Adult Series),4,0,0,198083
1704,189220,Brahms: The Four Symphonies,4,17,16,358389
214,82832,Living the Simple Life : A Guide to Scaling Down and Enjoying More,5,5,5,601998
214,200724,Footloose,5,1,0,674541
577,78,50 Ways to a Healthy Heart (Thorsons Directions for Life),5,0,0,624815
727,169532,The Best Of Pete Townshend: Coolwalkingsmoothtalkingstraightsmokingfirestoking,4,10,9,232196
1892,5648,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",5,45,42,502832
28,81716,Animal Farm,5,2,2,670345
1596,200544,Dracula vs. Frankenstein,1,1,0,155577
1273,59988,STAR TREK: DARK VICTORY (Star Trek: All),3,0,0,31573
1260,13304,"King Henry VI (3rd Series, Part 1)",4,2,0,166282
49,203461,Before Night Falls,5,7,7,125803
1911,205208,The Grinch (Interactive Playset & Full Screen DVD),2,6,2,24067
339,214955,Spider-Man,5,3,3,733757
339,44672,La maravilla,4,8,2,400250
1187,53399,A Time to Kill,2,12,3,56121
52,216574,Blue Wild Angel: Jimi Hendrix Live at the Isle of Wight,3,3,3,219914
339,218994,Who's Next (Deluxe Edition),5,0,0,552047
1863,217110,Traffic - Criterion Collection,5,2,1,373201
951,63645,The Autobiography of Alice B. Toklas,5,6,5,552450
856,63921,A Flag for Sunrise,5,5,5,177231
934,11884,Jackdaws,4,1,0,544177
534,79896,High Noon,4,3,1,120066
1678,30251,I Left My Back Door Open: A Novel,5,0,0,202866
648,65276,HOUSE OF MIRTH,5,7,7,427119
409,209250,Tortilla Soup,4,14,14,494257
1990,162206,Siamese Dream,5,0,0,492812
337,138312,The Candlemass Road (Common Reader Editions),5,11,10,202407
678,196897,Dinner at Eight,5,4,4,643686
817,24213,A Short Guide to Writing About Art (7th Edition),4,6,3,39931
1911,80468,The Land Before Time,5,2,2,184332
93,151800,Michael Jackson - Dangerous: The Short Films,5,2,2,479371
1600,59046,Froggy Eats Out (Froggy),4,2,0,316302
678,204880,An American Werewolf in London,4,2,2,231876
399,80599,The Poisonwood Bible : A Novel (Large Print),5,16,13,36969
932,107761,Beholder's Eye (Web Shifters),4,2,1,65448
577,58898,Zero: The Biography of a Dangerous Idea,5,4,0,263157
941,135000,Killer Pancake: A Culinary Mystery (Culinary Mystery),5,2,2,487514
727,64170,After Tet: The Bloodiest Year in Vietnam,4,8,6,76726
1357,139056,"Shelters of Stone, The (Earth's Children®)",2,1,1,62396
1357,173084,The Best of Lita Ford,2,7,3,186308
1704,148880,Star Trek II - The Wrath of Khan,5,6,6,229237
305,106530,The Light in the Forest,4,12,7,379986
648,55983,Tropical Depression,3,2,2,12602
12,57514,The Restaurant at the End of the Universe,5,3,3,21364
1744,10465,Longfellow: Selected Poems (Penguin Classics),5,1,1,119312
1273,21957,Writ In Blood (St. Germain),5,4,3,112689
805,84958,Batman,4,1,0,37755
1847,63299,Merrick (Vampire Chronicles),4,1,0,575367
648,138994,Seven Up (Stephanie Plum),4,3,2,705759
727,124581,The Demon-Haunted World: Science As a Candle in the Dark (Bookcassette(r) Edition),4,18,15,698583
1765,88255,Brunelleschi's Dome : How a Renaissance Genius Reinvented Architecture,5,6,6,482644
286,96181,C Is for Corpse: A Kinsey Millhone Mystery (G K Hall Large Print Book Series),4,0,0,344522
339,147584,Emergency Magic: 150 Spells for Surviving the Worst-Case Scenario,5,11,8,138369
500,86685,Groundhog Day,5,4,4,316876
1678,186618,The Temptations,5,0,0,71181
951,25933,I'm the One That I Want,5,4,3,372735
242,169112,Strange Days,5,3,1,530731
1744,98378,Dignity of Difference: How to Avoid the Clash of Civilizations,5,6,5,373378
1273,73997,Surak's Soul (Star Trek Enterprise),2,2,2,405297
443,5263,The Chronicles of Narnia Box Set: Full-Color Collector's Edition,5,13,13,358797
616,189030,Allyson Is Watching,3,7,6,29208
1988,3811,First Among Equals,2,4,2,40555
409,73520,Salem Falls,3,12,12,52240
1273,59559,Imzadi II: Triangle (Star Trek The Next Generation),3,0,0,288395
339,120087,The Lovely Bones,4,17,11,689154
1120,211571,Fear of the Dark [Enhanced],3,4,1,327302
727,167837,Vitalogy,3,3,0,712000
1273,62993,Second Sex (Everyman's Library (Cloth)),2,88,59,561232
1120,149598,"Friday the 13th, Part VIII - Jason Takes Manhattan",3,0,0,344788
1329,27661,Memory and the Mediterranean,4,7,6,56255
286,34621,F is for Fugitive (Kinsey Millhone Mysteries (Audio)),4,1,1,235078
817,82225,"The Wilder Shores of Love: The Exotic True-Life Stories of Isabel Burton, Aimee Dubucq de Rivery, Jane Digby, and Isabelle Eberhardt",4,7,6,274502
75,173240,Country Roads Collection,5,3,3,399530
1561,165189,Bone-Ified,3,3,2,13812
1105,208224,Bruce Campbell vs. Army Of Darkness - The Director's Cut (Official Bootleg Edition),4,2,2,327374
727,53200,Into Thin Air : A Personal Account of the Mt. Everest Disaster,5,13,12,526622
224,36411,Midnight Runner,5,15,13,143505
678,175433,The Godfather,5,4,4,310917
1023,197672,The Bridge on the River Kwai,5,3,2,233831
1753,93936,Joseph Heller's Catch-22 (Barron's Book Notes),4,0,0,441051
1337,208151,Echoes: The Best of Pink Floyd,4,13,12,190995
54,204995,Pokemon 3 - The Movie,1,5,2,315284
286,155137,Tombstone,4,1,1,415706
1273,61554,Truman,5,2,2,565424
648,48236,Silas Marner (Dover Thrift Editions),2,6,2,683076
228,85255,Casablanca,5,2,2,712586
1146,202503,Hellbound: Hellraiser 2,5,1,1,525621
934,70034,"The Ersatz Elevator (A Series of Unfortunate Events, Book 6)",3,1,0,544969
52,212004,Blood Money,3,11,9,618115
727,53817,Green Mars (Mars Trilogy),5,6,1,556480
1908,205817,Glitter,4,2,0,554284
339,21757,Crash : A Novel,5,40,31,733237
1105,85847,Child's Play,1,7,1,308846
1260,203949,My Best Friend's Wedding (Special Edition),4,6,4,537896
1892,31777,Blue Italian,5,10,10,365801
52,149103,Give My Regards to Broad Street,1,9,2,382867
1911,207528,The Nine Lives of Fritz the Cat,1,6,5,19584
836,69910,The Map That Changed the World: William Smith and the Birth of Modern Geology [UNABRIDGED],4,1,1,213799
28,191252,The Madcap Laughs [Bonus Tracks #1],5,1,1,548945
805,218710,Samurai X - Trust & Betrayal (Director's Cut),5,2,1,647610
107,90540,C.S. Lewis's Mere Christianity (Shepherd's Notes),5,10,7,275299
167,206862,Jekyll & Hyde: The Musical,4,4,1,194951
1727,43487,Fair Game (Signet Regency Romance),4,7,7,574878
1963,131374,"Jack Buck: ""That's a Winner""",5,14,6,66690
1596,208308,Moulin Rouge (Double Digipack),4,2,1,296173
534,157258,Scrooged,3,1,0,699462
1727,49387,The Fourth Angel,4,6,5,694607
339,156803,Aliens: Special Edition,5,1,1,70812
1903,212678,Commencement,4,0,0,562458
727,139052,Sinister Heights : An Amos Walker Novel (Amos Walker),3,4,3,723537
1573,32551,Tides of War : A Novel of Alcibiades and the Peloponnesian War,4,4,3,554976
647,194127,Hercules (Disney Gold Classic Collection),4,1,1,453349
1727,122080,The Man Who Never Was: World War II's Boldest Counter-Intelligence Operation,5,8,8,283662
1329,93670,Batman: The Complete History : The Life and Times of the Dark Knight,5,6,5,7687
534,84967,Batman Returns,3,1,1,150975
1744,128998,Conversion to Judaism: A Guidebook : A Guidebook,5,0,0,692013
1594,53396,Into Thin Air,5,0,0,275149
1744,63080,Democracy In America (Everyman's Library (Cloth)),5,2,1,639308
525,212890,Jacques Brel Is Alive and Well and Living in Paris (1966 Original Off-Broadway Cast),5,5,5,166799
1596,52094,The Scarlet Letter,5,5,2,452940
1260,13559,The Merchant of Venice (Oxford World's Classics),5,9,4,617021
1149,138455,The Jester,5,31,26,59351
1990,193535,Machina: The Machines of God,3,0,0,216820
286,149004,A New Leaf,4,0,0,333136
1107,44492,Cycle of the Werewolf (Signet),5,3,2,591124
776,193772,Wonder Boys: Music from the Motion Picture (2000 Film),5,0,0,405581
1596,55433,The Biggest Pumpkin Ever,5,3,2,689410
385,13600,Kim (Oxford World's Classics),4,1,1,718057
169,184387,Radio-Activity,5,2,2,529025
1149,57017,Nappily Ever After : A Novel,5,1,1,591326
678,213589,We Were Soldiers,4,5,4,369066
776,195731,Brutal Planet,5,0,0,733279
934,41234,Total Control,3,2,2,563426
223,190027,Black Sunday,5,1,1,421622
305,40474,"Are You There God?  It's Me, Margaret",2,8,1,203245
1273,158630,Moby Dick (Classic Fiction),1,33,18,605137
1596,91589,"Harry Potter and the Sorcerer's Stone (Book 1, Audio)",4,3,1,528243
648,69829,I Know This Much Is True,3,11,6,130802
1329,88251,The Boxer Rebellion: The Dramatic Story of China's War on Foreigners That Shook the World in the Summer of 1900.,4,6,3,31984
616,200240,DeepStar Six,3,6,6,584793
286,25454,The Alpine Menace : An Emma Lord Mystery (Emma Lord Mysteries),4,1,1,55390
169,168543,Burning from the Inside,4,0,0,125239
1329,127317,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",5,3,3,233344
228,192946,Final Fantasy - The Spirits Within (Special Edition),2,13,4,477825
228,157208,The Godfather Part II,5,9,3,404143
1596,196497,Red Skelton Show,5,12,10,304766
54,198755,The Road to El Dorado,5,0,0,698879
1105,217874,Army of Darkness (Boomstick Edition),4,2,2,530305
443,101149,In the Grip of Grace : Your Father Always Caught You. He Still Does.,4,13,13,569335
286,41166,Pennies on a Dead Womans Eyes,4,0,0,317829
776,214204,USA: 30th Anniversary Edition,5,0,0,576696
1561,199224,Ken Burns JAZZ Collection: Charles Mingus,3,3,1,416063
1730,156863,Little Voice,5,2,2,731451
1613,24846,A Prayer for Owen Meany,4,3,3,586261
1219,2608,Mere Christianity,5,10,8,251003
727,193687,Feelin' Alright: The Very Best of Traffic,4,7,7,261498
1477,23048,Faking It,4,5,4,676987
1107,43177,The Dead Zone,5,1,1,692751
1664,74179,You Are The Message Cd : Secrets Of The Master Communicators,4,3,0,729743
1630,88412,The Contemplative Pastor: Returning to the Art of Spiritual Direction,5,8,4,439958
805,204256,Ghost Ship,4,4,2,196237
1150,192882,"O Brother, Where Art Thou?",5,6,6,166311
856,32023,Tulip Fever,3,3,3,481483
1744,195,Mill : On Liberty (The Library of Liberal Arts),5,3,2,135797
951,132154,By the Pricking of My Thumbs,4,0,0,18078
286,202129,Miss Congeniality,4,0,0,559184
49,196706,"Handel - L'Allegro, il Pensoroso el il Moderato / Brandes, Dawson, Daniels, Bostridge, Miles, Nelson",5,6,6,52784
409,213394,Serendipity,4,6,5,199115
228,151215,Reservoir Dogs,4,2,2,202554
409,28376,Big Stone Gap : A Novel,4,3,3,453023
1561,162408,Sunday at Village Vanguard,5,4,3,608820
647,157435,Mulan,5,1,1,393227
54,157503,"Star Wars - Episode I, The Phantom Menace",4,1,0,726939
1911,163154,Gettysburg: Music From The Original Motion Picture Soundtrack,5,2,2,292267
616,199139,Highlander - Director's Cut,4,1,1,697602
934,62990,Disclosure,4,1,1,156777
678,158150,"Aguirre, the Wrath of God",5,3,3,547440
1395,54259,By Design,5,3,1,442525
1678,107298,Imprisoned by Secrets of the Heart,5,0,0,620838
52,151723,Neil Young & Crazy Horse: Rust Never Sleeps,5,18,17,259419
1940,72570,The Nature of Water and Air,4,12,12,43925
1561,141174,Pride and Prejudice,5,3,3,593915
1123,56654,"The Devil in the White City:  Murder, Magic, and Madness at the Fair That Changed America",4,3,3,492767
271,33555,"Did Adam and Eve Have Navels?: Discourses on Reflexology, Numerology, Urine Therapy, and Other Dubious Subjects",4,21,18,640722
409,31410,Blackberry Wine: A Novel,3,42,34,33793
1727,89588,"""K"" is for Killer (A Kinsey Millhone Mystery)",4,4,3,627426
1892,138376,Me Talk Pretty One Day,3,54,29,114975
1337,160296,Cold,5,6,6,545095
399,32873,The Da Vinci Code,5,8,1,287493
1596,208875,Jeepers Creepers,3,4,0,660773
1329,38097,"Ghost Ships: True Stories of Nautical Nightmares, Hauntings, and Disasters",4,1,1,214608
1911,74092,Does America Need a Foreign Policy? : A Personal History of America's Involvement in and Extrication from the Vietnam War,4,3,3,720787
52,63051,Shakey: Neil Young's Biography,4,5,5,13961
339,124513,Agnes Chase's First Book of Grasses: The Structure of Grasses Explained for Beginners,5,19,18,569153
1023,54391,Red Rabbit,4,2,0,462991
286,54481,Milk Glass Moon,5,0,0,193836
49,206356,Best in Show,4,13,7,148967
1163,19289,More Ready Than You Realize,4,20,14,293349
678,80369,National Lampoon's Animal House,5,11,8,553905
1630,69840,CELEBRATION OF DISCIPLINE:The Path to Spiritual Growth,5,4,2,196282
1863,174429,Faith,5,3,3,504989
995,196649,Planet of the Apes,5,5,5,303285
1561,44997,Leonard Maltin's Movie and Video Guide 2002,5,5,4,632621
1561,189820,"The Art Of The Trio, Vol. 4 - Back At The  Vanguard",4,5,1,609130
648,21206,Being Dead : A Novel,4,2,1,401837
344,195519,Riding with the King,3,5,5,302481
286,11890,Quentins,5,8,5,189082
1596,212675,Spirit: Stallion of the Cimarron,5,2,1,504457
1146,197867,Hellraiser - Inferno,3,0,0,39579
1149,21327,An Ordinary Woman: A Novel,5,0,0,236972
169,175780,Incunabula,5,0,0,227534
